artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Atif Aslam;Shreya Ghoshal,Prince (Original Motion Picture Soundtrack),Tere Liye,64,279826,False,0.624,0.906,11,-4.436,0,0.0514,0.0978,0.0,0.0963,0.632,129.99,4,pop-film
Mustafa Zahid,Aashiqui 2,Bhula Dena,63,240723,False,0.515,0.508,4,-6.66,0,0.0297,0.633,0.0,0.203,0.235,131.731,4,pop-film
Ash King;Sachin-Jigar,"Nazar Na Lag Jaaye (From ""Stree"")","Nazar Na Lag Jaaye (From ""Stree"")",63,206175,False,0.527,0.622,7,-8.172,0,0.0842,0.7,2.82e-06,0.126,0.672,173.709,4,pop-film
Armaan Malik;Sam C.S.;Manoj Muntashir,Vikram Vedha,Yaara,48,232164,False,0.22,0.433,8,-9.075,0,0.0323,0.715,2.88e-06,0.129,0.22,80.004,4,pop-film
Jubin Nautiyal;Emraan Hashmi,Mumbai Saga,Lut Gaye,64,228031,False,0.638,0.785,10,-2.612,1,0.044,0.185,0.0,0.245,0.515,91.101,4,pop-film
Vishal-Shekhar;Snigdhajit Bhowmik;Ananya Chakraborty,"Alcoholia (From ""Vikram Vedha"")","Alcoholia (From ""Vikram Vedha"")",63,231022,False,0.774,0.584,11,-7.89,0,0.107,0.231,0.0,0.198,0.444,132.0,4,pop-film
Lucky Ali,Tamasha,Safarnama,63,251402,False,0.541,0.512,9,-10.203,1,0.0291,0.74,0.000528,0.162,0.203,120.036,4,pop-film
Vishal-Shekhar;Shafqat Amanat Ali;Sunidhi Chauhan,I Hate Luv Storys (Original Motion Picture Soundtrack),Bin Tere,63,330360,False,0.585,0.698,9,-6.261,1,0.0392,0.42,3.59e-06,0.363,0.621,139.831,4,pop-film
Sona Mohapatra;Armaan Malik,Khoobsurat,Naina,63,225568,False,0.495,0.556,3,-7.49,1,0.041,0.638,0.0,0.123,0.366,159.996,4,pop-film
Farhan Akhtar;Hrithik Roshan;Abhay Deol;Maria Del Mar Fernandez,Zindagi Na Milegi Dobara,Senorita,64,229575,False,0.701,0.681,9,-6.442,1,0.0466,0.134,0.0,0.064,0.81,122.539,4,pop-film
Alka Yagnik;Udit Narayan,Qayamat Se Qayamat Tak,Ae Mere Humsafar,63,355840,False,0.436,0.499,7,-12.909,0,0.0356,0.499,5.01e-05,0.308,0.551,103.104,4,pop-film
Ankit Tiwari;Palak Muchhal,Sanam Teri Kasam (Original Motion Picture Soundtrack),Sanam Teri Kasam,62,314000,False,0.621,0.551,0,-6.871,0,0.0328,0.289,0.0,0.234,0.229,149.958,4,pop-film
Atif Aslam,YRF Top 10 - Falling in Love,Dil Diyan Gallan,64,260536,False,0.717,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.021,4,pop-film
Arijit Singh;Jasleen Royal,"Mitra Re (From ""Runway 34"")","Mitra Re - From ""Runway 34""",63,221936,False,0.394,0.566,7,-7.97,1,0.0278,0.364,1.58e-06,0.0925,0.211,82.188,4,pop-film
Amaal Mallik;Palak Muchhal,Hero,O Khuda,62,307451,False,0.358,0.479,4,-5.879,0,0.0286,0.511,9.72e-06,0.435,0.333,121.467,4,pop-film
Anu Malik;Monali Thakur;Varun Grover,Dum Laga Ke Haisha,Moh Moh Ke Dhaage (Female),63,322899,False,0.585,0.399,2,-8.133,1,0.0286,0.849,3.47e-06,0.123,0.349,128.03,4,pop-film
G. V. Prakash;Dhanush;Aishwarya R Dhanush;Andrea Jeremiah,Aayirathil Oruvan (Original Motion Picture Soundtrack),Un Mela Aasadhaan,62,271746,False,0.732,0.563,10,-10.155,0,0.128,0.191,0.000141,0.0759,0.563,169.943,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Jagdaati Pahadonwali Maa (From ""Mahima Vaishno Devi Ki"")",11,383469,False,0.358,0.764,8,-3.913,1,0.0338,0.572,5.64e-06,0.378,0.562,74.538,4,pop-film
Atif Aslam;Jam8,"Darasal (From ""Raabta"")","Darasal (From ""Raabta"")",63,274354,False,0.705,0.422,0,-7.375,1,0.0299,0.793,0.0,0.0895,0.482,117.948,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Dar Chhod Ke Jaaunga Na Maiya (From ""Halwa Poori Baatenge"")",7,242195,False,0.626,0.726,7,-4.139,0,0.03,0.953,0.000416,0.284,0.896,104.33,4,pop-film
Himesh Reshammiya,Sanam Teri Kasam (Original Motion Picture Soundtrack),Bewajah,62,308000,False,0.544,0.678,4,-5.195,1,0.0357,0.429,0.0,0.193,0.249,143.956,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Sone Ke Chhatron Waliye (From ""Mahima Vaishno Devi Ki"")",7,308174,False,0.412,0.741,1,-4.926,0,0.0785,0.907,4.76e-05,0.161,0.719,131.139,4,pop-film
A.R. Rahman;Vijay Prakash;Suzanne D'Mello;Blaaze,Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),Hosanna,63,330546,False,0.582,0.812,7,-6.147,1,0.0418,0.166,0.00162,0.0407,0.7,86.051,4,pop-film
Yuvan Shankar Raja;Haricharan;Sagar Desai,Awaara (Original Motion Picture Soundtrack),Chiru Chiru,62,284466,False,0.722,0.496,7,-7.554,0,0.0327,0.223,0.000507,0.103,0.645,92.007,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Patte Patte Mein Hai Basi Mahamaya (From ""Aa Gayi Chitthi Mata Ki"")",3,351225,False,0.567,0.816,11,-4.025,0,0.048,0.789,0.0,0.331,0.899,92.521,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Maa Par Rakhna Vishwas (From ""Maa Ka Bulawa Aaya Hai"")",3,388920,False,0.669,0.661,5,-6.434,0,0.0472,0.679,0.0,0.281,0.696,92.004,4,pop-film
Ajay-Atul;Ajay Gogavale,Agneepath (Original Motion Picture Soundtrack),Deva Shree Ganesha,63,356826,False,0.34,0.96,1,-5.427,1,0.0802,0.238,4.32e-06,0.0378,0.475,150.04,4,pop-film
Bombay Jayashri;Harish Raghavendra;O.S. Arun,Majunu,Mudher Kanave,62,310706,False,0.692,0.709,2,-10.778,1,0.0502,0.154,1.46e-06,0.167,0.714,102.999,4,pop-film
Zubeen Garg,Gangster,Ya Ali,61,295800,False,0.626,0.774,4,-11.298,0,0.0473,0.185,0.0,0.117,0.782,123.006,4,pop-film
Ankit Tiwari,Roy,Tu Hai Ki Nahi,62,333922,False,0.535,0.754,10,-4.77,0,0.0562,0.458,1.6e-06,0.302,0.435,143.862,4,pop-film
Shaarib Toshi;Toshi Sabri,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),Maahi,62,329106,False,0.463,0.84,9,-4.035,0,0.0955,0.736,0.0,0.351,0.385,153.941,4,pop-film
Ankit Tiwari,Ek Villain,Galliyan,62,340399,False,0.552,0.75,10,-5.215,0,0.039,0.445,7.37e-05,0.291,0.4,89.999,4,pop-film
Diljit Dosanjh;Anne-Marie;Intense,Peaches (feat. Anne-Marie),Peaches (feat. Anne-Marie),63,189882,False,0.633,0.567,4,-7.296,0,0.113,0.386,0.0,0.069,0.353,85.297,4,pop-film
Mithoon;Arijit Singh,Sanam Re,Sanam Re,63,308714,False,0.581,0.71,7,-4.961,0,0.0374,0.395,0.0,0.137,0.755,111.969,4,pop-film
Atif Aslam;Sunidhi Chauhan;Pritam,Race 2 (Original Motion Picture Soundtrack),Be Intehaan,63,290867,False,0.56,0.696,7,-5.583,1,0.0473,0.535,0.0,0.325,0.39,128.849,4,pop-film
Mohit Chauhan,Tamasha,Matargashti,62,328052,False,0.792,0.63,0,-6.741,1,0.0682,0.102,0.0,0.0758,0.659,100.022,4,pop-film
Arijit Singh,M.S.Dhoni - The Untold Story,Phir Kabhi,62,287422,False,0.405,0.665,4,-5.498,1,0.0328,0.614,0.0,0.525,0.404,81.921,4,pop-film
Arijit Singh,Aashiqui 2,Aasan Nahin Yahan,62,214470,False,0.549,0.437,10,-7.169,0,0.0263,0.766,0.000407,0.133,0.236,93.976,4,pop-film
Diljit Dosanjh;Capo;Ikky;Tory Lanez,Chauffeur Capo Remix (feat. Tory Lanez),Chauffeur Capo Remix (feat. Tory Lanez),52,205440,False,0.642,0.747,6,-4.506,1,0.11,0.213,0.0,0.182,0.643,154.239,4,pop-film
Diljit Dosanjh;Sukhbir;Dhvani Bhanushali;Dj Chetas;Lijo George,"Sauda Khara Khara (From ""Good Newwz"")",Sauda Khara Khara,63,211034,False,0.687,0.919,10,-3.28,1,0.0635,0.0939,4.38e-06,0.105,0.877,145.037,4,pop-film
Arijit Singh,Love Dose Arijit Singh,"Tose Naina (From ""Mickey Virus)",63,263549,False,0.523,0.561,4,-6.474,1,0.0329,0.426,0.0,0.109,0.31,139.885,4,pop-film
Neeti Mohan,Padmaavat,Nainowale Ne,63,175821,False,0.602,0.513,1,-7.953,0,0.0287,0.563,0.0,0.161,0.6,96.96,4,pop-film
Sohail Sen;Rahat Fateh Ali Khan;Irshad Kamil,Mere Brother Ki Dulhan,Isq Risk,62,295079,False,0.846,0.634,10,-7.753,0,0.0432,0.122,0.0,0.146,0.944,104.964,4,pop-film
Shankar-Ehsaan-Loy;Rahat Fateh Ali Khan;Shankar Mahadevan;Richa Sharma,My Name Is Khan (Original Motion Picture Soundtrack),Sajdaa,63,365706,False,0.469,0.737,8,-7.274,1,0.0762,0.725,0.00272,0.0655,0.572,79.545,4,pop-film
KK,Bajrangi Bhaijaan,Tu Jo Mila,62,242864,False,0.576,0.591,0,-7.725,1,0.0332,0.795,6.85e-05,0.266,0.478,124.013,4,pop-film
Bombay Jayashri,Rehnaa Hai Terre Dil Mein,Zara Zara,62,298266,False,0.643,0.268,11,-15.073,0,0.09,0.593,2.06e-06,0.316,0.62,143.813,4,pop-film
Armaan Malik;Rochak Kohli;Bappi Lahiri,"Dil Mein Ho Tum (From ""Cheat India"")","Dil Mein Ho Tum (From ""Cheat India"")",62,326765,False,0.608,0.653,8,-7.573,0,0.0427,0.507,0.000243,0.107,0.423,86.933,4,pop-film
Vishal-Shekhar;Snigdhajit Bhowmik;Ananya Chakraborty;Manoj Muntashir,Vikram Vedha,Alcoholia,40,231022,False,0.774,0.584,11,-7.89,0,0.107,0.231,0.0,0.198,0.444,132.0,4,pop-film
Diljit Dosanjh,MoonChild Era,Champagne,62,182000,False,0.757,0.588,10,-6.383,0,0.12,0.252,0.0,0.0701,0.344,84.968,4,pop-film
Amit Trivedi;Arijit Singh,Dear Zindagi (Original Motion Picture Soundtrack),Tu Hi Hai,62,199643,False,0.707,0.501,4,-7.389,1,0.0372,0.387,1.81e-06,0.095,0.542,93.978,4,pop-film
Santhosh Narayanan;Pradeep;Priya Hemesh,Manithan (Original Motion Picture Soundtrack),Aval,61,266639,False,0.324,0.457,2,-8.683,1,0.0336,0.271,2.65e-05,0.433,0.225,99.902,4,pop-film
Sachin-Jigar;Priya Saraiya;Jaideep Sahni,Shuddh Desi Romance,Gulabi,62,230661,False,0.673,0.663,4,-10.026,1,0.0446,0.0648,1.79e-05,0.117,0.678,124.002,4,pop-film
Shafqat Amanat Ali,Yaariyan,Allah Waariyan,62,314522,False,0.483,0.781,4,-5.926,1,0.0445,0.349,0.0,0.126,0.801,83.782,4,pop-film
Pankaj Udhas,Mohra (With Jhankar Beats) [Original Motion Picture Soundtrack],"Na Kajare Ki Dhar, Pt. 1 (With Jhankar Beats)",62,76040,False,0.485,0.345,3,-8.763,1,0.0284,0.759,0.0,0.381,0.411,108.407,4,pop-film
Yuvan Shankar Raja;Haricharan;Tanvi Shah,Paiya (Original Motion Picture Soundtrack),Thuli Thuli,62,283346,False,0.709,0.528,7,-7.429,0,0.0309,0.256,0.00189,0.112,0.649,91.999,4,pop-film
Tulsi Kumar;Darshan Raval,Tere Naal,Tere Naal,62,198344,False,0.315,0.491,11,-7.0,1,0.0311,0.748,0.0,0.128,0.245,109.966,4,pop-film
Sunidhi Chauhan,Aiyaary (Original Motion Picture Soundtrack),Lae Dooba,63,229877,False,0.569,0.297,6,-8.639,1,0.0292,0.879,0.0,0.0938,0.466,89.96,4,pop-film
Dhanush;Selvaraghavan,Mayakkam Enna,Kadhal Yen Kadhal,62,367446,False,0.823,0.689,10,-7.791,0,0.0639,0.247,0.000139,0.133,0.569,104.996,4,pop-film
Kishore Kumar,Audiobiography - Kishore Kumar,Saagar Jaisi Aankhonwali - Saagar / Soundtrack Version,62,302146,False,0.554,0.47,9,-8.698,0,0.0313,0.545,0.0,0.161,0.386,111.82,4,pop-film
Meet Bros.;Arijit Singh,Love Forever With Arijit Singh,"Ijazat (From ""One Night Stand"")",62,288964,False,0.519,0.463,6,-8.88,0,0.0264,0.327,0.0,0.106,0.224,94.965,4,pop-film
Vishal Dadlani;Sachin-Jigar,"Kudi Nu Nachne De (From ""Angrezi Medium"")","Kudi Nu Nachne De (From ""Angrezi Medium"")",63,172381,False,0.834,0.688,9,-7.494,1,0.0653,0.175,0.0,0.174,0.876,117.949,4,pop-film
Haricharan;Yuvan Shankar Raja,Thottal Poo Malarum,Arabu Naadu,61,322013,False,0.745,0.46,5,-9.92,0,0.0614,0.0952,1.06e-06,0.0751,0.802,84.994,4,pop-film
Harris Jayaraj;S. P. Balasubrahmanyam,7 Aum Arivu (Original Motion Picture Soundtrack),Yamma Yamma,61,366506,False,0.581,0.431,2,-10.364,1,0.0353,0.699,4.65e-05,0.134,0.446,88.809,4,pop-film
A.R. Rahman;Devan Ekambaram;Chinmayi,Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),Anbil Avan,63,251973,False,0.731,0.901,8,-5.881,1,0.0308,0.231,0.0254,0.0577,0.944,133.039,4,pop-film
Harish Raghavendra,Shajahaan,Melliname,61,326008,False,0.662,0.4,9,-11.244,1,0.0651,0.568,5.99e-05,0.0682,0.541,91.936,4,pop-film
Harris Jayaraj;Hariharan;Shakthisree Gopalan,Anegan (Original Motion Picture Soundtrack),Thodu Vaanam,61,315213,False,0.628,0.551,0,-6.841,0,0.0612,0.394,0.0,0.178,0.385,136.899,4,pop-film
Harish Raghavendra;Srilekha Parthasarathy;Franko,Lesa Lesa,Yedho Ondru,61,336962,False,0.709,0.535,9,-8.152,0,0.0357,0.164,0.0,0.0877,0.749,99.965,4,pop-film
Javed Ali,Ghajini,Guzarish,62,327029,False,0.595,0.624,9,-10.943,0,0.0603,0.0925,0.0,0.114,0.647,170.001,4,pop-film
Ritviz,Mimmi,Aaj Na,63,193425,False,0.659,0.345,11,-8.464,1,0.107,0.106,0.0,0.107,0.338,84.761,4,pop-film
Mohit Chauhan,Delhi-6,Masakali,62,288647,False,0.678,0.622,5,-7.988,0,0.0695,0.138,2.32e-06,0.122,0.535,100.005,4,pop-film
Ajay-Atul;Sonu Nigam;Neeti Mohan,"Sapna Jahan (From ""Brothers"")","Sapna Jahan (From ""Brothers"")",61,341780,False,0.471,0.329,0,-11.958,0,0.0312,0.78,0.0021,0.117,0.144,126.107,4,pop-film
Tulsi Kumar;KK,Aashiqui 2,Piya Aaye Na,61,286120,False,0.5,0.588,4,-7.66,0,0.0362,0.641,4.52e-05,0.327,0.35,81.973,4,pop-film
Sunidhi Chauhan;Anand Raj Anand;DJ Yogii,Ishq Samundar Remix,Ishq Samundar Remix,33,236003,False,0.472,0.9,11,-1.178,0,0.0737,0.167,1.63e-06,0.277,0.594,101.789,4,pop-film
Arijit Singh,1920 Evil Returns,Uska Hi Banana,61,327029,False,0.563,0.689,0,-4.294,0,0.0262,0.294,0.0,0.288,0.321,101.94,4,pop-film
Mustafa Zahid,Ek Villain,Zaroorat,61,368852,False,0.354,0.712,3,-6.109,0,0.0589,0.358,4.19e-05,0.274,0.238,93.345,4,pop-film
Atif Aslam;Shreya Ghoshal,Ramaiya Vastavaiya (Original Motion Picture Soundtrack),Rang Jo Lagyo,61,296160,False,0.479,0.663,2,-6.314,1,0.0489,0.0987,0.0,0.216,0.379,158.107,4,pop-film
Madan Mohan;Lata Mangeshkar;Roop Kumar Rathod;Javed Akhtar,Veer - Zaara,Tere Liye,63,331676,False,0.525,0.46,1,-8.594,0,0.0246,0.826,0.00202,0.139,0.33,98.007,4,pop-film
Jatin-Lalit;Udit Narayan;Alka Yagnik,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,64,297866,False,0.547,0.554,7,-11.165,1,0.0374,0.602,0.000155,0.0735,0.848,91.386,4,pop-film
Shankar Mahadevan;Vipin Patwa;Kumaar,"Vande Mataram (From ""Code Name Tiranga"")","Vande Mataram (From ""Code Name Tiranga"")",43,252145,False,0.473,0.552,0,-7.568,1,0.0486,0.486,0.0,0.143,0.187,76.053,4,pop-film
Jubin Nautiyal,Kabir Singh,Tujhe Kitna Chahein Aur (Film Version),62,276244,False,0.358,0.252,11,-9.51,1,0.0346,0.604,0.0,0.0915,0.284,145.549,4,pop-film
Ranveer Singh;Dub Sharma;DIVINE,Gully Boy,Apna Time Aayega,63,140463,False,0.766,0.618,11,-8.552,0,0.124,0.0187,0.000115,0.181,0.513,95.054,4,pop-film
Shaarib Toshi;Arijit Singh,Zid (Original Motion Picture Soundtrack),Mareez - E - Ishq,61,291148,False,0.526,0.63,7,-6.46,1,0.0557,0.487,4.85e-06,0.102,0.614,158.063,4,pop-film
Shreya Ghoshal,Rab Ne Bana Di Jodi (Original),Tujh Mein Rab Dikhta Hai - Ii,63,101799,False,0.334,0.3,2,-12.359,0,0.0377,0.863,1.62e-06,0.195,0.158,147.076,4,pop-film
Nakash Aziz,Pushpa - The Rise,Eyy Bidda Idhi Naa Adda,61,236057,False,0.728,0.861,0,-5.852,1,0.165,0.2,0.00106,0.0256,0.662,87.467,4,pop-film
Shankar-Ehsaan-Loy;Shafqat Amanat Ali,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,62,278546,False,0.522,0.74,0,-7.018,1,0.0465,0.558,0.0,0.144,0.732,92.618,4,pop-film
Kumar Sanu;Alka Yagnik,Kuch Kuch Hota Hai,Ladki Badi Anjani Hai,63,381706,False,0.637,0.774,7,-9.327,1,0.056,0.522,0.0001,0.0901,0.731,121.108,4,pop-film
Anupam Roy,Aisi Raaton,Aisi Raaton,62,218930,False,0.517,0.443,9,-8.946,1,0.0529,0.88,0.000141,0.0989,0.538,176.035,4,pop-film
Shafqat Amanat Ali,Yaariyan,Allah Waariyan,62,314522,False,0.483,0.781,4,-5.926,1,0.0445,0.349,0.0,0.126,0.801,83.782,4,pop-film
Shankar-Ehsaan-Loy;Siddharth Mahadevan,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Zinda,61,211120,False,0.603,0.708,4,-7.047,0,0.0379,0.000173,3.36e-06,0.158,0.611,105.046,4,pop-film
Mithoon;Atif Aslam;Armaan Malik;Arijit Singh;Amaal Mallik;Salman Khan;Mohit Chauhan;Yo Yo Honey Singh;Ankit Tiwari;Sonu Nigam;Neeti Mohan;Sabri Brothers;Tulsi Kumar;Rashmi Virag;Dj Chetas,Romantic Mashup 2,Romantic Mashup 2,64,325172,False,0.508,0.761,8,-5.118,0,0.0422,0.0933,2e-06,0.268,0.339,100.011,4,pop-film
A.R. Rahman;Rashid Ali;Neeti Mohan,Raanjhanaa (Original Motion Picture Soundtrack),Nazar Laaye - Reprise,61,235973,False,0.666,0.439,4,-11.383,1,0.027,0.287,0.00417,0.121,0.417,87.997,4,pop-film
Arijit Singh,Ultimate Love Songs - Arijit Singh,"Saware (From ""Phantom"")",62,321613,False,0.499,0.683,6,-6.373,0,0.0334,0.703,0.00161,0.0749,0.295,134.95,4,pop-film
Sachin-Jigar;Parineeti Chopra;Kausar Munir,Meri Pyaari Bindu,Maana Ke Hum Yaar Nahin,62,264614,False,0.537,0.367,8,-9.362,1,0.0241,0.815,0.0,0.132,0.348,90.953,4,pop-film
Mithoon;Mohit Chauhan;Sukhwinder Singh;Badshah;Megha Sriram Dalton;Anugrah;Sandeep Shrivastava,Shivaay,"Bolo Har Har Har (feat. Mohit Chauhan, Sukhwinder Singh, Badshah, Megha Sriram Dalton, Anugrah, Sandeep Shrivastava)",61,294331,False,0.598,0.813,9,-6.107,1,0.066,0.278,0.0,0.109,0.311,140.101,4,pop-film
Thaman S;Actor Siddharth,"Excuse Me Rakshasi (From ""Ninu Veedani Needanu Nene"")","Excuse Me Rakshasi - From ""Ninu Veedani Needanu Nene""",60,228131,False,0.635,0.661,9,-9.085,0,0.0681,0.425,0.000272,0.116,0.211,182.008,4,pop-film
Kishore Kumar;R. D. Burman,Kati Patang,Yeh Sham Mastani,61,276855,False,0.447,0.476,6,-11.007,1,0.0343,0.891,0.0,0.323,0.563,116.187,4,pop-film
Unni Menon;Sujatha,Roja,Pudhu Vellai Mazhai,61,313028,False,0.626,0.414,0,-9.245,1,0.0426,0.416,2.14e-05,0.117,0.15,61.016,4,pop-film
Jubin Nautiyal;Prakriti Kakar,Romantic Hits By Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",62,236325,False,0.325,0.421,2,-8.636,1,0.0566,0.661,4.83e-06,0.0825,0.203,170.376,4,pop-film
Hariharan;Sadhana Sargam,Hits Of Vairamuthu,"Vennilavae (From ""Minsara Kanavu"")",60,351720,False,0.639,0.309,6,-12.061,1,0.0316,0.422,0.0,0.175,0.622,91.039,4,pop-film
Yuvan Shankar Raja;Sid Sriram,Viruman (Original Motion Picture Soundtrack),Kanja Poovu Kannala,61,237558,False,0.675,0.692,8,-6.353,1,0.0963,0.29,0.0,0.178,0.514,109.971,4,pop-film
Harris Jayaraj;VV Prassanna;Harish Raghavendra;Devan Ekambaram,Surya S/o Krishnan (Original Motion Picture Soundtrack),Naaloney Pongaynu,61,372600,False,0.714,0.495,9,-7.226,1,0.0361,0.328,0.0,0.104,0.238,114.979,4,pop-film
Jagjit Singh,Dard-E-Jigar,Hothon Se Chhu Lo Tum - From Prem Geet,62,297706,False,0.557,0.327,4,-13.651,1,0.0273,0.844,0.000732,0.118,0.61,98.225,4,pop-film
A.R. Rahman;Jonita Gandhi,O Kadhal Kanmani (Original Motion Picture Soundtrack),Mental Manadhil,61,205759,False,0.568,0.886,6,-7.983,0,0.081,0.0123,3.4e-05,0.361,0.846,160.054,4,pop-film
Rekha Bhardwaj,Delhi-6,Genda Phool,61,168240,False,0.734,0.355,10,-10.605,0,0.083,0.296,0.000135,0.124,0.584,193.922,4,pop-film
Arijit Singh,Raaz Reboot,Lo Maan Liya,60,300274,False,0.568,0.55,11,-6.172,0,0.0262,0.728,3.62e-05,0.251,0.436,110.079,4,pop-film
Atif Aslam,Kalyug,Aadat,60,333740,False,0.63,0.746,0,-6.551,0,0.0398,0.175,0.000836,0.271,0.34,102.954,4,pop-film
Adnan Sami,Salaam-E-Ishq,Dil Kya Kare,61,327880,False,0.76,0.547,7,-9.386,1,0.0351,0.0957,1.04e-05,0.12,0.667,95.023,4,pop-film
Yo Yo Honey Singh,Together Forever,Together Forever,54,229218,False,0.737,0.832,9,-5.199,0,0.165,0.26,0.0,0.108,0.67,160.022,4,pop-film
Ali Zafar,Jhoom,Jhoom,61,389213,False,0.734,0.529,0,-10.198,1,0.0346,0.392,0.0,0.11,0.58,128.022,4,pop-film
Arijit Singh,Jackpot,Kabhi Jo Baadal Barse,61,254300,False,0.451,0.449,0,-6.702,0,0.0293,0.261,0.0,0.143,0.217,149.768,4,pop-film
Ash King;Shilpa Rao;Shekhar Ravjiani,Bang Bang (Original Motion Picture Soundtrack),Meherbaan,61,307407,False,0.59,0.531,9,-8.677,0,0.0471,0.628,3.88e-06,0.499,0.482,80.976,4,pop-film
Vishal-Shekhar;Papon;Irshad Kamil,Sultan,Bulleya,61,357067,False,0.675,0.579,4,-11.976,1,0.0308,0.369,3.38e-06,0.118,0.724,97.01,4,pop-film
KK,Rehnaa Hai Terre Dil Mein,Such Keh Raha Hai,60,328880,False,0.797,0.306,11,-14.176,0,0.0487,0.337,0.0,0.169,0.519,124.003,4,pop-film
Shankar-Ehsaan-Loy;Sonu Nigam;Alka Yagnik,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),Tumhi Dekho Naa,61,347453,False,0.525,0.448,2,-10.365,0,0.0391,0.572,1.51e-05,0.107,0.356,81.131,4,pop-film
Jubin Nautiyal;Shashwat Sachdev,"Ik Tu Hai ❤️ (From ""Attack"")","Ik Tu Hai ❤️ (From ""Attack"")",61,250633,False,0.514,0.601,0,-8.046,1,0.0677,0.302,0.0,0.075,0.452,92.648,4,pop-film
Ankit Tiwari,Best Of Shraddha Kapoor,"Galliyan (From ""Ek Villain"")",62,340399,False,0.552,0.75,10,-5.215,0,0.039,0.445,7.37e-05,0.291,0.4,89.999,4,pop-film
Rahat Fateh Ali Khan,Anjaana Anjaani,Aas Paas Khuda,61,319115,False,0.556,0.706,5,-5.709,1,0.0336,0.335,1.8e-06,0.137,0.726,80.008,4,pop-film
Arijit Singh;Palak Muchhal,Gabbar Is Back,Teri Meri Kahaani,61,331443,False,0.601,0.802,3,-6.537,0,0.0372,0.158,1.45e-06,0.314,0.345,109.989,4,pop-film
Amaal Mallik;Armaan Malik;Rashmi Virag,"Jaan Hai Meri (From ""Radhe Shyam"")","Jaan Hai Meri (From ""Radhe Shyam"")",60,274947,False,0.536,0.623,7,-7.856,1,0.0743,0.693,2.04e-06,0.137,0.398,79.915,4,pop-film
Arijit Singh;Arko,"Desh Mere (From ""Bhuj The Pride Of India"")","Desh Mere (From ""Bhuj The Pride Of India"")",60,203186,False,0.406,0.504,3,-7.444,1,0.0646,0.537,0.0,0.109,0.495,77.796,4,pop-film
Sunidhi Chauhan;Divya Kumar;Amit Trivedi,"Halka Halka (From ""Fanney Khan"")","Halka Halka (From ""Fanney Khan"")",61,247381,False,0.691,0.796,7,-4.778,1,0.0387,0.0495,0.0,0.333,0.541,127.985,4,pop-film
Diljit Dosanjh,MoonChild Era,Vibe,62,155250,False,0.706,0.632,1,-7.172,1,0.0705,0.00713,0.0,0.129,0.625,87.993,4,pop-film
Atif Aslam,Tu Jaane Naa (Lofi Mix),Tu Jaane Naa (Lofi Mix),61,338875,False,0.518,0.719,7,-4.863,1,0.0414,0.574,6.97e-05,0.22,0.286,115.032,4,pop-film
Tulsi Kumar;Arijit Singh,Aashiqui 2,Hum Mar Jayenge,60,306511,False,0.568,0.508,9,-7.553,1,0.0333,0.737,0.0,0.103,0.685,86.03,4,pop-film
Atif Aslam;Sumedha Karmahe,A Flying Jatt,Toota Jo Kabhi Tara,61,305014,False,0.443,0.674,9,-6.302,0,0.0358,0.424,3.15e-05,0.121,0.219,139.906,4,pop-film
Vishal-Shekhar;Vishal Dadlani;Shekhar Ravjiani,Student of the Year (Original Motion Picture Soundtrack),Vele,61,230546,False,0.833,0.754,2,-7.555,1,0.0513,0.0166,0.0,0.246,0.65,108.001,4,pop-film
Arijit Singh,Ultimate Love Songs - Arijit Singh,"Tum Hi Ho (From ""Aashiqui 2"")",62,261974,False,0.529,0.451,5,-6.25,0,0.025,0.788,0.0,0.122,0.309,94.054,4,pop-film
A.R. Rahman;Sid Sriram;Issrath Quadhri,I - Manoharudu (Original Motion Picture Soundtrack),Nuvvunte Naa Jathagaa,61,352613,False,0.45,0.686,0,-4.111,1,0.0361,0.126,0.0,0.147,0.208,78.973,4,pop-film
Arijit Singh;Aditi Singh Sharma,Groove With Arijit Singh,"Sooraj Dooba Hain (From ""Roy"")",62,264854,False,0.616,0.75,2,-4.629,1,0.0594,0.172,0.0,0.137,0.434,128.051,4,pop-film
Karthik,Ghajini (Original Motion Picture Soundtrack),Oru Maalai,60,354240,False,0.805,0.742,0,-6.366,0,0.0396,0.0578,0.000482,0.361,0.717,111.981,4,pop-film
